,GISJOIN,cluster_id,distance,is_parent,frac_distance,sample_percent
254,G0800350,26,193.93939393939354,0.0,0.7786296701959321,0.20572593403918643
255,G0800370,16,24.492857142857247,0.0,0.2169811320754717,0.09339622641509435
256,G0800390,29,38.36688311688317,0.0,0.787299878918339,0.20745997578366782
257,G0800410,12,35.125,1.0,0.0,0.05
258,G0800430,28,5.954545454545496,0.0,0.05578512396694309,0.06115702479338862
259,G0800450,46,42.69879518072298,0.0,0.40826996197718735,0.13165399239543746
260,G0800470,15,1.0378787878782987,0.0,0.005955066317783959,0.051191013263556795
261,G0800490,48,4.2290640394094225,0.0,0.07470788481001167,0.06494157696200234
262,G0800510,51,45.8326180257518,0.0,0.951359084406325,0.24027181688126503
263,G0800530,15,64.9621212121217,0.0,0.3866281692682522,0.12732563385365045
264,G0800550,15,21.9621212121217,0.0,0.130560317603542,0.0761120635207084
265,G0800570,15,45.9621212121217,0.0,0.27348190923035703,0.10469638184607141
266,G0800590,32,321.0500000000002,0.0,1.0,0.25
267,G0800610,15,33.9621212121217,0.0,0.20202111341694953,0.0904042226833899
268,G0800630,15,30.0378787878783,0.0,0.17865198953351877,0.08573039790670375
269,G0800650,48,15.770935960590577,0.0,0.2902750943048891,0.10805501886097783
270,G0800670,41,31.220000000000255,0.0,0.520483546004034,0.15409670920080681
271,G0800690,26,0.06060606060646023,1.0,0.0,0.05
272,G0800710,29,17.633116883116827,0.0,0.35772904614556555,0.12154580922911312
273,G0800730,51,43.8326180257518,0.0,0.9096924177396583,0.23193848354793167
274,G0800750,16,105.49285714285725,0.0,0.9811320754716981,0.24622641509433962
275,G0800770,33,51.33333333333303,0.0,0.31718061674008685,0.11343612334801738
276,G0800790,15,44.9621212121217,0.0,0.26752684291257306,0.10350536858251462
277,G0800810,15,28.0378787878783,0.0,0.16674185689795085,0.08334837137959017
278,G0800830,51,33.8326180257518,0.0,0.701359084406325,0.190271816881265
279,G0800850,55,44.6206896551721,0.0,0.5879926672777234,0.16759853345554468
280,G0800870,5,46.25628140703475,0.0,0.9486993470825825,0.23973986941651654
281,G0800890,51,39.8326180257518,0.0,0.826359084406325,0.215271816881265
282,G0800910,15,33.9621212121217,0.0,0.20202111341694953,0.0904042226833899
283,G0800930,48,41.77093596059058,0.0,0.775876345569965,0.20517526911399303
284,G0800950,15,7.037878787878299,0.0,0.04168546422448771,0.05833709284489755
285,G0800970,29,10.366883116883173,0.0,0.2071841786627208,0.09143683573254416
286,G0800990,48,21.229064039409423,0.0,0.39221639525256125,0.12844327905051225
287,G0801010,35,164.67567567567494,0.0,0.6417322834645669,0.17834645669291338
288,G0801030,15,40.0378787878783,0.0,0.23820265271135835,0.09764053054227168
289,G0801050,48,28.770935960590577,0.0,0.5330757199374271,0.15661514398748544
290,G0801070,29,38.36688311688317,0.0,0.787299878918339,0.20745997578366782
291,G0801090,15,11.962121212121701,0.0,0.07100965442570242,0.06420193088514049
292,G0801110,15,50.9621212121217,0.0,0.3032572408192768,0.11065144816385536
293,G0801130,48,4.7709359605905775,0.0,0.08482841107735703,0.06696568221547142
294,G0801150,15,27.9621212121217,0.0,0.16629071551024577,0.08325814310204915
295,G0801170,41,39.779999999999745,0.0,0.6642041638683651,0.18284083277367302
296,G0801190,29,15.633116883116827,0.0,0.3162922104130214,0.11325844208260429
297,G0801210,15,29.0378787878783,0.0,0.1726969232157348,0.08453938464314696
298,G0801230,8,176.46428571428532,0.0,0.6323529411764706,0.1764705882352941
299,G0801250,48,41.77093596059058,0.0,0.775876345569965,0.20517526911399303
300,G0900010,53,9.5,0.0,0.04316546762589928,0.05863309352517986
301,G0900030,30,348.75,0.0,0.9869402985074627,0.24738805970149252
302,G0900050,0,74.05797101449275,0.0,0.5674471730439749,0.16348943460879498
303,G0900070,54,10.153846153846189,0.0,0.06894586894586946,0.0637891737891739
304,G0900090,30,154.75,0.0,0.2630597014925373,0.10261194029850747
305,G0900110,49,88.0,0.0,0.676923076923077,0.18538461538461543
306,G0900130,28,4.045454545454504,0.0,0.03409090909090909,0.05681818181818182
307,G0900150,49,90.0,0.0,0.6923076923076923,0.18846153846153846
308,G1000010,33,86.33333333333303,0.0,0.5484581497797335,0.1596916299559467
309,G1000030,44,359.45454545454413,0.0,0.9778393351800554,0.24556786703601108
310,G1000050,17,33.350000000000364,0.0,0.07207207207207207,0.06441441441441442
311,G1100010,44,10.454545454544132,0.0,0.0110803324099723,0.052216066481994464
312,G1200010,14,92.37142857142862,0.0,0.49928469241773993,0.14985693848354797
313,G1200030,51,38.1673819742482,0.0,0.7916666666666666,0.20833333333333331
314,G1200050,35,113.67567567567494,0.0,0.4409448818897638,0.13818897637795274
315,G1200070,51,38.1673819742482,0.0,0.7916666666666666,0.20833333333333331
316,G1200090,44,367.45454545454413,0.0,1.0,0.25
317,G1200110,4,206.66666666666424,0.0,0.8080645161290133,0.21161290322580267
